epoch,app_jif,app_rss_kb,pg_jif,pg_rss_kb,vk_jif,vk_rss_kb,run_jif,run_rss_kb
1789812618,1034281,215480,1598721,7734940,292809,2531752,136969,1250128
1789812621,1035816,150016,1601280,7892428,292892,2532312,137444,1255604
1789812623,1037327,215520,1603754,7813296,292972,2532760,137900,1252280
1789812625,1038874,215452,1606026,7762848,293054,2533336,138372,1227784
1789812628,1040452,150048,1607613,8043452,293147,2533952,138870,1253300
1789812630,1042029,215448,1609801,7982520,293228,2534528,139355,1253248
1789812633,1043572,215452,1611759,7593408,293308,2535092,139830,1255520
1789812635,1045159,215552,1614208,7739268,293398,2535648,140318,1228188
1789812637,1046683,206820,1616273,7637784,293478,2536324,140778,1228512
1789812640,1048210,176800,1618073,7313352,293560,2536844,141235,1254520
1789812642,1049687,215524,1620130,7811504,293637,2537404,141686,1255796
1789812645,1051234,215556,1622354,7733284,293721,2537868,142186,1255724
1789812647,1052777,150036,1623701,6814560,293805,2538468,142653,1229452
1789812649,1054296,215520,1625859,6988296,293884,2539044,143107,1229436
1789812652,1055828,150000,1627713,6751188,293972,2539608,143578,1255756
1789812654,1057385,215468,1630664,7742280,294046,2539992,144029,1257348
1789812657,1058916,215528,1632838,7640676,294129,2540592,144527,1256912
1789812659,1060406,214444,1634474,7553468,294207,2541184,144978,1229932
1789812661,1061900,150084,1636330,7834564,294288,2541660,145436,1229928
1789812664,1063476,215560,1638692,7871988,294369,2542228,145893,1256960
1789812666,1064989,150048,1640375,7776940,294449,2542800,146360,1255228
1789812669,1066474,215560,1642546,7305664,294533,2543404,146862,1257576
1789812671,1068051,215512,1645293,7507388,294613,2543912,147318,1230192
1789812673,1069536,215484,1646819,8069584,294689,2544448,147767,1230220
1789812676,1071065,215524,1648964,7631320,294770,2544988,148228,1256800
1789812678,1072563,150100,1650580,7871608,294848,2545452,148687,1256272
1789812681,1074128,215500,1652881,7508844,294932,2546060,149176,1255952
1789812683,1075654,150100,1654992,7943484,295013,2546632,149630,1230448
1789812685,1077181,215520,1657082,7536956,295092,2547132,150080,1230412
1789812688,1078710,215468,1659820,7543676,295172,2547700,150529,1256556
1789812690,1080229,150000,1661818,7288620,295253,2548208,150987,1257284
1789812692,1081729,215444,1663911,7731280,295333,2548648,151463,1238612
1789812695,1083282,150000,1666073,8198576,295414,2549280,151938,1230908
1789812697,1084788,215508,1667837,7732668,295495,2549816,152392,1259036
1789812700,1086358,215484,1670146,8013508,295578,2550428,152873,1257384
1789812702,1087867,150012,1672164,8004904,295658,2550816,153327,1258492
1789812704,1089377,215504,1674132,7583464,295734,2551436,153783,1251192
1789812707,1090882,215444,1676056,7499312,295813,2551976,154258,1231684
1789812709,1092400,215552,1678066,7555532,295897,2552512,154718,1257776
1789812712,1093914,215472,1680725,7642868,295977,2553112,155176,1259128
1789812714,1095418,215520,1682254,7110228,296055,2553624,155632,1258448
1789812716,1096909,215560,1684497,7695636,296131,2554096,156074,1231712
1789812719,1098513,150000,1686411,7044432,296219,2554644,156608,1231668
1789812721,1100131,215524,1689016,8084556,296305,2555164,157079,1257692
1789812724,1101693,215516,1690822,7541164,296391,2555764,157554,1258188
1789812726,1103230,215512,1693273,7777396,296477,2556344,158042,1257724
1789812729,1104831,215532,1694935,6921592,296561,2556948,158565,1253436
1789812731,1106487,150012,1697364,7721140,296644,2557380,159033,1231688
1789812733,1108040,150052,1699741,8065744,296724,2557888,159498,1259580
1789812736,1109643,215448,1701612,7615140,296812,2558604,159986,1257760
1789812738,1111145,215448,1703354,6764092,296889,2559120,160445,1258016
1789812741,1112645,215480,1705847,7951176,296971,2559724,160953,1231656
1789812743,1114220,215528,1708015,7813128,297054,2560252,161423,1231684
1789812745,1115753,150000,1709870,8245416,297137,2560748,161890,1258452
1789812748,1117261,150044,1711679,7397000,297217,2561360,162359,1259460
1789812750,1118761,150088,1713927,7257384,297294,2561800,162818,1259944
1789812753,1120273,215504,1716475,7670880,297371,2562404,163307,1231824
1789812755,1121798,215448,1718688,7821444,297454,2562916,163767,1231872
1789812757,1123312,183532,1720518,7531164,297532,2563464,164222,1259752
1789812760,1124843,150032,1722711,7585388,297614,2563848,164690,1258976
1789812762,1126379,215512,1724642,7271364,297698,2564544,165163,1258516
1789812764,1127935,215520,1727067,7660536,297778,2565100,165647,1231844
1789812767,1129460,150008,1728513,6655684,297859,2565620,166118,1231908
1789812769,1130994,156912,1731158,8184952,297944,2566196,166598,1258016
1789812772,1132524,215556,1732932,8029120,298022,2566708,167057,1258236
1789812774,1134034,215472,1734953,7122720,298107,2567244,167538,1258440
1789812776,1135625,215476,1736986,7827648,298189,2567852,168052,1231936
1789812779,1137204,215516,1738792,7612228,298273,2568348,168526,1231960
1789812781,1138752,150016,1741126,7827660,298355,2568944,168943,1257724
1789812784,1140268,215476,1743118,7124500,298439,2569488,169414,1259200
1789812786,1141779,212872,1745577,7614184,298523,2570072,169900,1257844
1789812788,1143390,215524,1747640,7521704,298608,2570648,170472,1362276
1789812791,1144936,215564,1749543,7453360,298689,2571188,170962,1356868
1789812793,1146474,215556,1752046,7843836,298771,2571744,171435,1384904
1789812796,1147990,215504,1753518,6542928,298851,2572332,171910,1378148
1789812798,1149559,150012,1756032,7666276,298935,2572892,172336,1376220
1789812800,1151101,215564,1758235,7860764,299021,2573456,172867,1352344
1789812803,1152706,215448,1760704,7636400,299108,2574056,173363,1352428
1789812805,1154321,215476,1762559,7162504,299190,2574628,173834,1378660
1789812808,1155817,150004,1764777,7705996,299268,2575028,174291,1379092
1789812810,1157319,150056,1766985,8004296,299353,2575752,174762,1379136
1789812813,1158900,215520,1768714,7684676,299431,2576284,175259,1352472
1789812815,1160428,215532,1770459,7368296,299511,2576796,175720,1352428
1789812817,1161975,215532,1772226,6638256,299596,2577424,176207,1376928
1789812820,1163539,215512,1774663,7361124,299677,2577960,176682,1379452
1789812822,1165052,215516,1776803,7499780,299757,2578440,177163,1371672
1789812825,1166622,215556,1779195,7450232,299837,2579068,177587,1352472
1789812827,1168146,215520,1781286,7829848,299917,2579584,178073,1352420
1789812829,1169729,150044,1783369,7453448,299999,2580132,178554,1378832
1789812832,1171249,215560,1785526,7821212,300082,2580700,179032,1378616
1789812834,1172747,150004,1786746,6469532,300163,2581184,179494,1364288
1789812836,1174277,150092,1789538,7172464,300242,2581808,179967,1352316
1789812839,1175758,150016,1791113,7414832,300322,2582260,180446,1378856
1789812841,1177266,215504,1792912,6427248,300404,2582944,180905,1380020
1789812844,1178724,150092,1795183,7409300,300481,2583512,181359,1379716
1789812846,1180227,215476,1797444,7923004,300561,2584060,181773,1352484
1789812848,1181764,215448,1799258,7178184,300649,2584644,182267,1352452
1789812851,1183327,150048,1801557,7947704,300726,2585204,182763,1380152
1789812853,1184848,155788,1803582,7356608,300810,2585788,183236,1378144
1789812855,1186363,178336,1805809,7319192,300891,2586300,183710,1379628
1789812858,1188034,192004,1808159,7468748,300988,2586968,184230,1352332
1789812860,1189547,174588,1810427,7807108,301072,2587464,184708,1352432
1789812863,1191083,150016,1812205,7760764,301154,2588156,185223,1377816
1789812865,1192629,215504,1814493,7474700,301238,2588684,185701,1379404
1789812867,1194202,215448,1816504,7292092,301326,2589292,186202,1378184
1789812870,1195794,167688,1818978,7318484,301407,2589924,186686,1352476
1789812872,1197289,205968,1820241,6564716,301487,2590420,187171,1352444
1789812875,1198958,215560,1823058,7998056,301581,2591116,187720,1378492
1789812877,1200517,215520,1824358,6848712,301666,2591704,188206,1378424
1789812879,1202043,215556,1826256,6430716,301747,2592280,188628,1380476
1789812882,1203569,215512,1828725,6667680,301826,2592788,189094,1352516
1789812884,1205084,150052,1830655,6432772,301903,2593188,189551,1352504
